Field ID,Year,Date,Month,Grower,State,Weather Station,City,Field,Latitude,Longitude,Centroid Lat,Centroid Long,Area_Acres,Perimeter,Variety,Susceptibility to R6 Strains,Susceptibility to non-R6 Strains,Rows,Hill,w/PM,Mildew Incidence,Flag shoots,Flag shoot incidence,Type of Pruning (initial),2014 Pruning Quality Initial Rating,Pruning Quality (Initial),Type of Pruning (Final),Pruning Quality Final,Monthly Sprays,Total Powdery Mildew Sprays,Date of First Spray,Initial Strain,Basal Foliage Removal,Raters,Notes (initial),Noted (Final),Avg WS N,Percent N Hr,Avg WS NNE,Percent NNE Hr,Avg WS NE,Percent NE Hr,Avg WS ENE,Percent ENE Hr,Avg WS E,Percent E Hr,Avg WS ESE,Percent ESE Hr,Avg WS SE,Percent SE Hr,Avg WS SSE,Percent SSE Hr,Avg WS S,Percent S Hr,Avg WS SSW,Percent SSW Hr,Avg WS SW ,Percent SW Hr,Avg WS WSW,Percent WSW Hr,Avg WS W,Percent W Hr,Avg WS WNW,Percent WNW Hr,Avg WS NW,Percent NW Hr,Avg WS NNW,Percent NNW Hr
48,2014,7/11/2014,July,Fobert,Oregon,Woodburn South,Hubbard,Centennial #10," 45°11'31.75""N","122°46'5.11""W",45.1928,-122.766,20.5,4420.2,Centennial,3,3,.,100,0,0,0,0,Not pruned,Poor,5,Not pruned,5,0,5,4/21/2014,.,0,DHG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2014,4/8/2014,April,Fobert,Oregon,Woodburn South,Hubbard,Crystal #7," 45°11'16.40""N","122°45'53.00""W",45.1886,-122.7619,18.2,4161.2,Crystal,0,0,"7,20",100,0,0,0,0,Chemical,Excellent,1,Chemical,1,0,5,4/28/2014,.,0,MT,,Adjust last weeks rating,10.05142857,8.964451314,8.731034483,4.482225657,9.842307692,4.018547141,15.43076923,4.018547141,12.51666667,0.927357032,3.685714286,1.081916538,2.6,0.154559505,0.7,0.309119011,2.85,0.927357032,15.44339623,24.57496136,13.78175676,22.8748068,14.03521127,10.97372488,9.997058824,5.255023184,14.87142857,2.163833076,8.291666667,1.854714065,11.04583333,7.41885626
49,2014,5/5/2014,May,Fobert,Oregon,Woodburn South,Hubbard,Crystal #7," 45°11'16.40""N","122°45'53.00""W",45.1886,-122.7619,18.2,4161.2,Crystal,0,0,.,100,0,0,0,0,Chemical,Excellent,1,Chemical,1,1,5,4/28/2014,.,0,MT/KK,DM present,,10.64909091,17.02367531,5.36,20.29312289,6.860606061,11.16121759,13.19166667,1.352874859,10.5,0.450958286,9.65,0.225479143,0,0,2.4,0.112739572,9.209090909,1.240135287,11.7640625,7.215332582,11.2974026,8.680947012,10.13768116,7.77903044,7.261538462,4.396843292,7.722222222,3.043968433,7.355555556,3.043968433,11.63135593,13.30326945
49,2014,6/11/2014,June,Fobert,Oregon,Woodburn South,Hubbard,Crystal #7," 45°11'16.40""N","122°45'53.00""W",45.1886,-122.7619,18.2,4161.2,Crystal,0,0,"7,23",100,0,0,0,0,Chemical,Excellent,1,Chemical,1,4,5,4/28/2014,.,0,DHG/MT/KK,,,10.088,17.89264414,10.15333333,8.946322068,4.12,0.994035785,4.1,0.596421471,0,0,2.5,0.198807157,1.74,0.994035785,4.2,0.397614314,2.8,0.397614314,13.08793103,11.53081511,10.68333333,19.08548708,10.65961538,10.33797217,9.161904762,8.349900596,8.293548387,6.163021869,6.459459459,7.355864811,11.76764706,6.75944334
49,2014,7/11/2014,July,Fobert,Oregon,Woodburn South,Hubbard,Crystal #7," 45°11'16.40""N","122°45'53.00""W",45.1886,-122.7619,18.2,4161.2,Crystal,0,0,"6,19",100,0,0,0,0,Chemical,Excellent,1,Chemical,1,0,5,4/28/2014,.,0,DHG/KK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2014,4/8/2014,April,Fobert,Oregon,Woodburn South,Hubbard,Fuggle North #1," 45°11'31.22""N","122°46'22.24""W",45.1932,-122.7715,17.8,3784.5,Fuggle,1,1,"15,5",100,0,0,0,0,Chemical,Moderate,3,Mechanical and Chemical,1,0,2,4/29/2014,.,0,MT,,,11.0325,9.737248841,8.790625,4.945904173,10.556,3.863987635,15.46666667,4.173106646,11.66,0.772797527,3.666666667,0.927357032,2.05,0.309119011,2.1,0.309119011,5.2,1.081916538,15.3005988,25.8114374,14.02517483,22.10200927,14.46818182,10.20092736,10.26666667,5.100463679,12.54,3.091190108,9.7,1.391035549,10.7925,6.182380216
50,2014,5/5/2014,May,Fobert,Oregon,Woodburn South,Hubbard,Fuggle North #1," 45°11'31.22""N","122°46'22.24""W",45.1932,-122.7715,17.8,3784.5,Fuggle,1,1,"5,21",100,0,0,0,0,Chemical,Moderate,3,Mechanical and Chemical,1,1,2,4/29/2014,.,0,MT/KK,,,10.71983471,18.37655017,6.027932961,20.29312289,6.603846154,11.72491545,11.805,2.254791432,11.36666667,0.67643743,11.38,0.563697858,7.8,0.112739572,2.1,0.225479143,9.475,0.450958286,11.67647059,7.666290868,11.68,7.328072153,10.78709677,6.989853439,7.151162791,4.847801578,8.772413793,3.269447576,7.659259259,3.043968433,11.89509804,11.4994363
50,2014,6/11/2014,June,Fobert,Oregon,Woodburn South,Hubbard,Fuggle North #1," 45°11'31.22""N","122°46'22.24""W",45.1932,-122.7715,17.8,3784.5,Fuggle,1,1,"14,30",100,0,0,0,0,Chemical,Moderate,3,Mechanical and Chemical,1,1,2,4/29/2014,.,0,DHG ,,,10.61333333,17.89264414,9.778181818,10.93439364,5.96,0.994035785,5.5125,1.590457256,7.55,0.795228628,2.675,0.795228628,1.2,0.397614314,3.12,0.994035785,2.625,0.795228628,13.10877193,11.33200795,10.98913043,18.29025845,10.83076923,10.33797217,9.634285714,6.958250497,8.6,5.964214712,6.578125,6.361829026,12.52142857,5.566600398
50,2014,7/11/2014,July,Fobert,Oregon,Woodburn South,Hubbard,Fuggle North #1," 45°11'31.22""N","122°46'22.24""W",45.1932,-122.7715,17.8,3784.5,Fuggle,1,1,"55,24",100,0,0,0,0,Chemical,Moderate,3,Mechanical and Chemical,1,0,2,4/29/2014,.,0,DHG/KK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2014,4/8/2014,April,Fobert,Oregon,Woodburn South,Hubbard,Fuggle- South #2," 45°11'24.31""N","122°46'22.70""W",45.1909,-122.7707,17.9,3699.4,Fuggle,1,1,"11,25",100,0,0,0,0,Mechanical and Chemical,Poor-Moderate,3,Mechanical and Chemical,3,0,3,4/29/2014,R6,0,MT,,,10.05142857,8.964451314,8.734482759,4.482225657,9.838461538,4.018547141,15.43076923,4.018547141,12.51666667,0.927357032,3.685714286,1.081916538,2.6,0.154559505,0.7,0.309119011,2.85,0.927357032,15.44402516,24.57496136,13.78175676,22.8748068,14.03380282,10.97372488,9.994117647,5.255023184,14.87142857,2.163833076,8.283333333,1.854714065,11.04583333,7.41885626
51,2014,5/5/2014,May,Fobert,Oregon,Woodburn South,Hubbard,Fuggle- South #2," 45°11'24.31""N","122°46'22.70""W",45.1909,-122.7707,17.9,3699.4,Fuggle,1,1,.,100,0,0,0,0,Mechanical and Chemical,Poor-Moderate,3,Mechanical and Chemical,3,1,3,4/29/2014,R6,0,MT/KK,,,10.64909091,17.02367531,5.360555556,20.29312289,6.861616162,11.16121759,13.19166667,1.352874859,10.5,0.450958286,9.65,0.225479143,0,0,2.4,0.112739572,9.209090909,1.240135287,11.7640625,7.215332582,11.2974026,8.680947012,10.13623188,7.77903044,7.261538462,4.396843292,7.725925926,3.043968433,7.351851852,3.043968433,11.63050847,13.30326945
51,2014,6/11/2014,June,Fobert,Oregon,Woodburn South,Hubbard,Fuggle- South #2," 45°11'24.31""N","122°46'22.70""W",45.1909,-122.7707,17.9,3699.4,Fuggle,1,1,"46,60",100,1,0.01,0,0,Mechanical and Chemical,Poor-Moderate,3,Mechanical and Chemical,3,2,3,4/29/2014,R6,0,DHG/MT/KK,,,10.088,17.89264414,10.15333333,8.946322068,4.12,0.994035785,4.1,0.596421471,0,0,2.5,0.198807157,1.74,0.994035785,4.2,0.397614314,2.8,0.397614314,13.09137931,11.53081511,10.68333333,19.08548708,10.66153846,10.33797217,9.15952381,8.349900596,8.14375,6.361829026,6.544444444,7.157057654,11.76470588,6.75944334
51,2014,7/11/2014,July,Fobert,Oregon,Woodburn South,Hubbard,Fuggle- South #2," 45°11'24.31""N","122°46'22.70""W",45.1909,-122.7707,17.9,3699.4,Fuggle,1,1,"39,59",97,0,0,0,0,Mechanical and Chemical,Poor-Moderate,3,Mechanical and Chemical,3,0,3,4/29/2014,R6,0,DHG/KK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2014,4/8/2014,April,Fobert,Oregon,Woodburn South,Hubbard,Nugget North East #13," 45°12'1.28""N","122°46'25.50""W",45.201,-122.7725,7.8,2458.3,Nugget,4,0,"6,18",100,0,0,0,0,Chemical,Poor,4,Mechanical and Chemical,4,0,6,4/28/2014,R6,0,MT,,,11.0325,9.388971684,8.790625,4.76900149,10.564,3.725782414,15.47037037,4.023845007,11.66,0.745156483,3.666666667,0.894187779,2.05,0.298062593,2.1,0.298062593,5.2,1.043219076,15.37624309,26.97466468,13.96805556,21.46050671,14.46818182,9.836065574,10.26666667,4.918032787,11.95,3.278688525,10.05,2.086438152,10.61190476,6.259314456
52,2014,5/6/2014,May,Fobert,Oregon,Woodburn South,Hubbard,Nugget North East #13," 45°12'1.28""N","122°46'25.50""W",45.201,-122.7725,7.8,2458.3,Nugget,4,0,.,100,0,0,0,0,Chemical,Poor,4,Mechanical and Chemical,4,1,6,4/28/2014,R6,0,MT,DM ~15%,,10.56328125,19.8421646,6.017553191,21.30777903,6.730693069,11.38669673,11.33809524,2.367531003,11.36666667,0.67643743,9.933333333,0.67643743,4.35,0.225479143,2.1,0.225479143,9.475,0.450958286,10.47592593,6.087936866,11.7703125,7.215332582,10.54328358,7.553551297,6.986956522,5.186020293,8.775,3.156708005,6.972727273,2.480270575,11.95050505,11.16121759
52,2014,6/12/2014,June,Fobert,Oregon,Woodburn South,Hubbard,Nugget North East #13," 45°12'1.28""N","122°46'25.50""W",45.201,-122.7725,7.8,2458.3,Nugget,4,0,5,100,14,0.14,0,0,Chemical,Poor,4,Mechanical and Chemical,4,4,6,4/28/2014,R6,0,DHG/MT/KK,,,10.97971014,17.53653445,10.03265306,10.22964509,5.96,1.043841336,6,1.461377871,7.55,0.835073069,2.6,0.626304802,2.25,0.417536534,3.15,0.835073069,2.625,0.835073069,13.10701754,11.89979123,10.99021739,19.20668058,11.19148936,9.812108559,10.10625,6.680584551,8.779310345,6.054279749,6.578125,6.680584551,12.525,5.845511482
52,2014,7/11/2014,July,Fobert,Oregon,Woodburn South,Hubbard,Nugget North East #13," 45°12'1.28""N","122°46'25.50""W",45.201,-122.7725,7.8,2458.3,Nugget,4,0,"9,21",100,16,0.16,0,0,Chemical,Poor,4,Mechanical and Chemical,4,0,6,4/28/2014,R6,0,MT/AI,"Covered in frass and aphid casting, hard to see mildew",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2014,4/8/2014,April,Fobert,Oregon,Woodburn South,Hubbard,Nugget North West #13," 45°11'55.56""N","122°46'36.75""W",45.1994,-122.774,16.7,4002.1,Nugget,4,0,"9,21",100,0,0,0,0,Mechanical and Chemical,.,.,Mechanical and Chemical,2,0,6,4/28/2014,R6,0,MT,,Most shoots on side,11.0325,9.388971684,8.790625,4.76900149,10.564,3.725782414,15.47037037,4.023845007,11.66,0.745156483,3.666666667,0.894187779,2.05,0.298062593,2.1,0.298062593,5.2,1.043219076,15.37624309,26.97466468,13.96805556,21.46050671,14.46818182,9.836065574,10.26666667,4.918032787,11.95,3.278688525,10.05,2.086438152,10.61190476,6.259314456
53,2014,5/6/2014,May,Fobert,Oregon,Woodburn South,Hubbard,Nugget North West #13," 45°11'55.56""N","122°46'36.75""W",45.1994,-122.774,16.7,4002.1,Nugget,4,0,.,100,0,0,0,0,Mechanical and Chemical,.,.,Mechanical and Chemical,2,1,6,4/28/2014,R6,0,MT,,,10.51732283,19.0529876,6.018617021,21.30777903,6.732673267,11.38669673,11.33809524,2.367531003,11.36666667,0.67643743,9.95,0.67643743,4.35,0.225479143,2.1,0.225479143,9.475,0.450958286,10.47777778,6.087936866,11.76875,7.215332582,10.54179104,7.553551297,6.986956522,5.186020293,8.775,3.156708005,6.972727273,2.480270575,11.995,11.27395716
53,2014,6/12/2014,June,Fobert,Oregon,Woodburn South,Hubbard,Nugget North West #13," 45°11'55.56""N","122°46'36.75""W",45.1994,-122.774,16.7,4002.1,Nugget,4,0,.,100,8,0.08,0,0,Mechanical and Chemical,.,.,Mechanical and Chemical,2,4,6,4/28/2014,R6,0,DHG/MT/KK,,,10.97971014,17.53653445,10.03265306,10.22964509,5.96,1.043841336,6,1.461377871,7.55,0.835073069,2.6,0.626304802,2.25,0.417536534,3.15,0.835073069,2.625,0.835073069,13.10701754,11.89979123,10.99021739,19.20668058,11.19148936,9.812108559,10.10625,6.680584551,8.779310345,6.054279749,6.578125,6.680584551,12.525,5.845511482
53,2014,7/11/2014,July,Fobert,Oregon,Woodburn South,Hubbard,Nugget North West #13," 45°11'55.56""N","122°46'36.75""W",45.1994,-122.774,16.7,4002.1,Nugget,4,0,"9,23",100,25,0.25,0,0,Mechanical and Chemical,.,.,Mechanical and Chemical,2,0,6,4/28/2014,R6,0,MT/AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2014,4/8/2014,April,Fobert,Oregon,Woodburn South,Hubbard,Nugget South #3," 45°11'17.21""N","122°46'22.94""W",45.189,-122.7707,19.1,3847.4,Nugget,4,0,"8,20",100,0,0,0,0,Mechanical,Poor,4,Mechanical and Chemical,1,0,6,4/28/2014,R6,0,MT,,,10.05428571,8.964451314,8.734482759,4.482225657,9.842307692,4.018547141,15.43076923,4.018547141,12.51666667,0.927357032,3.685714286,1.081916538,2.6,0.154559505,0.7,0.309119011,2.85,0.927357032,15.44402516,24.57496136,13.78175676,22.8748068,14.03380282,10.97372488,9.994117647,5.255023184,14.87142857,2.163833076,8.283333333,1.854714065,11.04583333,7.41885626
54,2014,5/5/2014,May,Fobert,Oregon,Woodburn South,Hubbard,Nugget South #3," 45°11'17.21""N","122°46'22.94""W",45.189,-122.7707,19.1,3847.4,Nugget,4,0,.,100,0,0,0,0,Mechanical,Poor,4,Mechanical and Chemical,1,1,6,4/28/2014,R6,0,MT/KK,DM  ,,10.64909091,17.02367531,5.360555556,20.29312289,6.862626263,11.16121759,13.19166667,1.352874859,10.5,0.450958286,9.65,0.225479143,0,0,2.4,0.112739572,9.209090909,1.240135287,11.7640625,7.215332582,11.2974026,8.680947012,10.13623188,7.77903044,7.261538462,4.396843292,7.725925926,3.043968433,7.351851852,3.043968433,11.63050847,13.30326945
54,2014,6/11/2014,June,Fobert,Oregon,Woodburn South,Hubbard,Nugget South #3," 45°11'17.21""N","122°46'22.94""W",45.189,-122.7707,19.1,3847.4,Nugget,4,0,"62,49",100,7,0.07,0,0,Mechanical,Poor,4,Mechanical and Chemical,1,4,6,4/28/2014,R6,0,DHG/MT/KK,,,10.088,17.89264414,10.15333333,8.946322068,4.12,0.994035785,4.1,0.596421471,0,0,2.5,0.198807157,1.74,0.994035785,4.2,0.397614314,2.8,0.397614314,13.08965517,11.53081511,10.68333333,19.08548708,10.66153846,10.33797217,9.15952381,8.349900596,8.14375,6.361829026,6.544444444,7.157057654,11.76470588,6.75944334
54,2014,7/11/2014,July,Fobert,Oregon,Woodburn South,Hubbard,Nugget South #3," 45°11'17.21""N","122°46'22.94""W",45.189,-122.7707,19.1,3847.4,Nugget,4,0,"8,25",100,40,0.4,0,0,Mechanical,Poor,4,Mechanical and Chemical,1,0,6,4/28/2014,R6,0,DHG/KK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2014,4/8/2014,April,Fobert,Oregon,Woodburn South,Hubbard,Nugget South East #14," 45°11'50.04""N","122°46'25.68""W",45.1978,-122.7726,7.4,2384.3,Nugget,4,0,"9, 19",100,0,0,0,0,Mechanical,Poor,4,Mechanical and Chemical,4,0,6,4/28/2014,R6,0,MT,,,11.0325,9.388971684,8.790625,4.76900149,10.564,3.725782414,15.46666667,4.023845007,11.66,0.745156483,3.666666667,0.894187779,2.05,0.298062593,2.1,0.298062593,5.2,1.043219076,15.37624309,26.97466468,13.96805556,21.46050671,14.46818182,9.836065574,10.26666667,4.918032787,11.95,3.278688525,10.05,2.086438152,10.61190476,6.259314456
55,2014,5/6/2014,May,Fobert,Oregon,Woodburn South,Hubbard,Nugget South East #14," 45°11'50.04""N","122°46'25.68""W",45.1978,-122.7726,7.4,2384.3,Nugget,4,0,.,100,0,0,0,0,Mechanical,Poor,4,Mechanical and Chemical,4,1,6,4/28/2014,R6,0,MT,DM ~15% of plants,,10.51653543,19.0529876,6.039037433,21.19503946,6.689215686,11.4994363,11.33809524,2.367531003,11.36666667,0.67643743,9.95,0.67643743,4.35,0.225479143,2.1,0.225479143,9.475,0.450958286,10.47777778,6.087936866,11.7703125,7.215332582,10.54179104,7.553551297,6.986956522,5.186020293,8.775,3.156708005,6.972727273,2.480270575,11.995,11.27395716
55,2014,6/12/2014,June,Fobert,Oregon,Woodburn South,Hubbard,Nugget South East #14," 45°11'50.04""N","122°46'25.68""W",45.1978,-122.7726,7.4,2384.3,Nugget,4,0,5,100,10,0.1,0,0,Mechanical,Poor,4,Mechanical and Chemical,4,4,6,4/28/2014,R6,0,DHG/MT/KK,,,10.97971014,17.53653445,10.03265306,10.22964509,5.96,1.043841336,6,1.461377871,7.55,0.835073069,2.6,0.626304802,2.25,0.417536534,3.15,0.835073069,2.625,0.835073069,13.10877193,11.89979123,10.99021739,19.20668058,11.19148936,9.812108559,10.10625,6.680584551,8.779310345,6.054279749,6.578125,6.680584551,12.525,5.845511482
55,2014,7/11/2014,July,Fobert,Oregon,Woodburn South,Hubbard,Nugget South East #14," 45°11'50.04""N","122°46'25.68""W",45.1978,-122.7726,7.4,2384.3,Nugget,4,0,"14,26",95,0,0,0,0,Mechanical,Poor,4,Mechanical and Chemical,4,0,6,4/28/2014,R6,0,DHG/KK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2014,4/8/2014,April,Geschwill,Oregon,Woodburn South,Hubbard,1," 45° 6'56.58""N","122°50'47.47""W",45.1173,-122.8455,6,2857.9,Apollo,5,0,"3,5",75,0,0,0,0,Chemical,Moderate,3,Chemical,2,0,4,6/12/2014,R6,1,MT,applying 2nd burn today (4/8/2014; #fertilizer residie on all plants,,10.63333333,10.97372488,9.121212121,5.100463679,11.29090909,3.400309119,15.9,4.018547141,11.95,0.618238022,3.766666667,0.927357032,2.6,0.154559505,3.975,0.618238022,6.3,0.927357032,15.31235294,26.27511592,14.02589928,21.48377125,14.78382353,10.51004637,9.987096774,4.791344668,13.25789474,2.936630603,9.236363636,1.70015456,10.96111111,5.564142195
56,2014,5/5/2014,May,Geschwill,Oregon,Woodburn South,Hubbard,1," 45° 6'56.58""N","122°50'47.47""W",45.1173,-122.8455,6,2857.9,Apollo,5,0,"3,6",100,0,0,0,0,Chemical,Moderate,3,Chemical,2,0,4,6/12/2014,R6,1,MT/KK,"DM, almost every plant ",,11.2618705,21.75873732,7.772297297,16.6854566,5.741666667,12.17587373,10.68,1.691093574,10.15,0.225479143,4.95,0.225479143,7.016666667,0.67643743,16.36666667,0.338218715,16.63333333,0.338218715,11.55942029,7.77903044,11.51666667,6.764374295,11.10923077,7.328072153,7.330769231,4.396843292,8.839393939,3.720405862,7.792857143,3.156708005,11.85632184,9.808342728
56,2014,6/11/2014,June,Geschwill,Oregon,Woodburn South,Hubbard,1," 45° 6'56.58""N","122°50'47.47""W",45.1173,-122.8455,6,2857.9,Apollo,5,0,2,100,0,0,0,0,Chemical,Moderate,3,Chemical,2,0,4,6/12/2014,R6,1,DHG,,,8.495555556,12.96296296,9.1725,9.259259259,3.125,0.925925926,2.25,0.462962963,3.1,0.462962963,7.2,0.231481481,1.9,0.462962963,3.533333333,0.694444444,3.133333333,0.694444444,13.07666667,13.88888889,11.07241379,20.13888889,10.76111111,12.5,10.63125,7.407407407,8.503333333,6.944444444,6.46969697,7.638888889,10.67391304,5.324074074
56,2014,7/8/2014,July,Geschwill,Oregon,Woodburn South,Hubbard,1," 45° 6'56.58""N","122°50'47.47""W",45.1173,-122.8455,6,2857.9,Apollo,5,0,.,100,43,0.43,0,0,Chemical,Moderate,3,Chemical,2,2,4,6/12/2014,R6,1,DHG/KK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2014,4/8/2014,April,Geschwill,Oregon,Woodburn South,Hubbard,1," 45° 6'56.65""N","122°50'48.39""W",45.1174,-122.8464,6,2860.6,Bravo,4,0,"3,5",75,0,0,0,0,Chemical,Moderate,3,Chemical,2,0,4,6/12/2014,R6,1,MT,applying 2nd burn today (4/8/2014; #fertilizer residie on all plants,,10.63333333,10.97372488,9.121212121,5.100463679,11.29545455,3.400309119,15.9,4.018547141,11.975,0.618238022,3.75,0.927357032,2.6,0.154559505,2.666666667,0.463678516,6.528571429,1.081916538,15.31117647,26.27511592,14.02589928,21.48377125,14.78382353,10.51004637,9.983870968,4.791344668,13.26315789,2.936630603,9.236363636,1.70015456,10.96388889,5.564142195
57,2014,5/5/2014,May,Geschwill,Oregon,Woodburn South,Hubbard,1," 45° 6'56.65""N","122°50'48.39""W",45.1174,-122.8464,6,2860.6,Bravo,4,0,"2,5",100,0,0,0,0,Chemical,Moderate,3,Chemical,2,0,4,6/12/2014,R6,1,MT/KK,DM,,11.26043165,21.75873732,7.693333333,16.91093574,5.811320755,11.95039459,10.67333333,1.691093574,10.15,0.225479143,4.9,0.225479143,7,0.67643743,16.36666667,0.338218715,16.63333333,0.338218715,11.55942029,7.77903044,11.51833333,6.764374295,11.10923077,7.328072153,7.333333333,4.396843292,8.842424242,3.720405862,7.792857143,3.156708005,11.85862069,9.808342728
57,2014,6/11/2014,June,Geschwill,Oregon,Woodburn South,Hubbard,1," 45° 6'56.65""N","122°50'48.39""W",45.1174,-122.8464,6,2860.6,Bravo,4,0,"5,7",100,0,0,0,0,Chemical,Moderate,3,Chemical,2,0,4,6/12/2014,R6,1,DHG,,,8.495555556,12.96296296,9.1725,9.259259259,3.125,0.925925926,2.25,0.462962963,3.1,0.462962963,7.2,0.231481481,1.9,0.462962963,3.533333333,0.694444444,3.133333333,0.694444444,13.075,13.88888889,11.07241379,20.13888889,10.76481481,12.5,10.63125,7.407407407,8.506666667,6.944444444,6.46969697,7.638888889,10.67391304,5.324074074
57,2014,7/8/2014,July,Geschwill,Oregon,Woodburn South,Hubbard,1," 45° 6'56.65""N","122°50'48.39""W",45.1174,-122.8464,6,2860.6,Bravo,4,0,.,100,1,0.01,0,0,Chemical,Moderate,3,Chemical,2,2,4,6/12/2014,R6,1,DHG/KK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2014,4/8/2014,April,Geschwill,Oregon,Woodburn South,Hubbard,1," 45° 6'56.60""N","122°50'46.36""W",45.1173,-122.845,1,2494.9,Chinook,4,4,"1,2",50,0,0,0,0,Chemical,Moderate,3,Chemical,3,0,4,6/12/2014,R6,1,MT,applying 2nd burn today (4/8/2014; #fertilizer residie on all plants,Bigger plants,11.17560976,9.891808346,9.515384615,6.027820711,9.896,3.863987635,15.15925926,4.173106646,10.41666667,0.927357032,4.12,0.772797527,2.6,0.154559505,2.45,0.309119011,5.375,0.618238022,15.48786127,26.73879444,14.04,21.63833076,15.05714286,9.737248841,10.40625,4.945904173,12.525,3.091190108,8.845454545,1.70015456,10.52571429,5.409582689
58,2014,5/5/2014,May,Geschwill,Oregon,Woodburn South,Hubbard,1," 45° 6'56.60""N","122°50'46.36""W",45.1173,-122.845,1,2494.9,Chinook,4,4,"1,2",100,0,0,0,0,Chemical,Moderate,3,Chemical,3,0,4,6/12/2014,R6,1,MT/KK,DM,,12.30933333,20.18038331,9.59296875,14.43066516,10.29772727,4.96054115,9.917647059,1.916572717,4.631818182,2.480270575,5.636170213,5.298759865,6.6,4.735062007,6.618181818,2.480270575,7.728571429,1.578354002,11.68658537,9.24464487,11.68518519,6.087936866,11.03898305,6.651634724,7.252173913,5.186020293,8.486206897,3.269447576,8.005263158,2.14205186,10.61325301,9.357384442
58,2014,6/11/2014,June,Geschwill,Oregon,Woodburn South,Hubbard,1," 45° 6'56.60""N","122°50'46.36""W",45.1173,-122.845,1,2494.9,Chinook,4,4,"1,2",100,0,0,0,0,Chemical,Moderate,3,Chemical,3,0,4,6/12/2014,R6,1,DHG,,,8.518604651,12.5,9.4025,9.259259259,3.65,0.462962963,3.8,0.231481481,0.9,0.231481481,0.3,0.231481481,2.75,0.462962963,2.25,0.462962963,2.9,0.694444444,13.31147541,14.12037037,10.89230769,21.06481481,10.69215686,11.80555556,10.42631579,8.796296296,9.040740741,6.25,6.85483871,7.175925926,8.514814815,6.25
58,2014,7/8/2014,July,Geschwill,Oregon,Woodburn South,Hubbard,1," 45° 6'56.60""N","122°50'46.36""W",45.1173,-122.845,1,2494.9,Chinook,4,4,.,100,19,0.19,0,0,Chemical,Moderate,3,Chemical,3,2,4,6/12/2014,R6,1,DHG/KK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2014,4/8/2014,April,Geschwill,Oregon,Woodburn South,Hubbard,1," 45° 6'56.60""N","122°50'45.32""W",45.1177,-122.8433,20.8,4503.7,Nugget,4,0,"7,22",100,0,0,0,0,Chemical,Moderate,3,Chemical,2,0,4,6/12/2014,R6,1,MT,applying 2nd burn today (4/8/2014; #fertilizer residie on all plants,,10.84615385,9.582689335,9.571428571,5.409582689,8.996153846,4.018547141,15.09615385,4.018547141,10.31428571,1.081916538,4.7,1.391035549,0,0,2.6,0.154559505,2.433333333,0.927357032,15.50532544,26.12055641,14.17785714,21.63833076,14.30882353,10.51004637,10.23939394,5.100463679,14.14,2.318392581,8.525,1.854714065,10.90789474,5.873261206
59,2014,5/5/2014,May,Geschwill,Oregon,Woodburn South,Hubbard,1," 45° 6'56.60""N","122°50'45.32""W",45.1177,-122.8433,20.8,4503.7,Nugget,4,0,"8,19",100,0,0,0,0,Chemical,Moderate,3,Chemical,2,0,4,6/12/2014,R6,1,MT/KK,DM,,12.07969925,18.2638106,9.858196721,13.75422773,10.452,5.636978579,10.47692308,1.465614431,4.848484848,3.720405862,4.973076923,2.931228861,6.415909091,4.96054115,5.66875,3.607666291,6.835,2.254791432,11.27792208,8.680947012,11.728125,7.215332582,10.13676471,7.666290868,7.151219512,4.622322435,8.279166667,2.705749718,8.536363636,2.480270575,11.38202247,10.03382187
59,2014,6/11/2014,June,Geschwill,Oregon,Woodburn South,Hubbard,1," 45° 6'56.60""N","122°50'45.32""W",45.1177,-122.8433,20.8,4503.7,Nugget,4,0,"3,5",100,3,0.03,0,0,Chemical,Moderate,3,Chemical,2,0,4,6/12/2014,R6,1,DHG,,,8.976470588,10.41666667,9.0875,9.259259259,4.18,1.157407407,3.1,1.157407407,1.5,0.231481481,1,0.231481481,4.5,0.231481481,2.375,0.925925926,2.4,0.925925926,13.41186441,13.65740741,10.97362637,21.06481481,10.59807692,12.03703704,9.465116279,9.953703704,8.577777778,6.25,6.393548387,7.175925926,10.53913043,5.324074074
59,2014,7/8/2014,July,Geschwill,Oregon,Woodburn South,Hubbard,1," 45° 6'56.60""N","122°50'45.32""W",45.1177,-122.8433,20.8,4503.7,Nugget,4,0,"11,28",100,43,0.43,0,0,Chemical,Moderate,3,Chemical,2,2,4,6/12/2014,R6,1,DHG/KK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
